ISO3,Country / Territory,Year,Disaster Internal Displacements (Raw),Hazard Type
IDN,Indonesia,2018,40,Storm
IDN,Indonesia,2018,52,Storm
IDN,Indonesia,2018,1758,Flood
IDN,Indonesia,2018,4,Flood
PHL,Philippines,2018,4,Earthquake
IDN,Indonesia,2018,445343,Earthquake
IDN,Indonesia,2018,820,Flood
IDN,Indonesia,2018,25,Storm
IDN,Indonesia,2018,60,Storm
IDN,Indonesia,2018,56,Storm
IDN,Indonesia,2018,28,Storm
IDN,Indonesia,2018,247900,Earthquake
PHL,Philippines,2018,7358,Mass Movement
IDN,Indonesia,2018,42,Flood
IDN,Indonesia,2018,170,Flood
IDN,Indonesia,2018,740,Earthquake
IDN,Indonesia,2018,833,Flood
PHL,Philippines,2018,13925,Flood
VNM,Vietnam,2018,108,Flood
IDN,Indonesia,2018,2500,Flood
IDN,Indonesia,2018,297,Flood
IDN,Indonesia,2018,10646,Earthquake
IDN,Indonesia,2018,2000,Flood
IDN,Indonesia,2018,300,Flood
IDN,Indonesia,2018,100,Flood
IDN,Indonesia,2018,74,Flood
IDN,Indonesia,2018,10,Flood
VNM,Vietnam,2018,2000,Storm
IDN,Indonesia,2018,74,Flood
IDN,Indonesia,2018,11,Flood
IDN,Indonesia,2018,2,Mass Movement
IDN,Indonesia,2018,427,Flood
IDN,Indonesia,2018,244,Flood
IDN,Indonesia,2018,236,Flood
VNM,Vietnam,2018,22885,Flood
IDN,Indonesia,2018,64,Mass Movement
IDN,Indonesia,2018,2960,Storm
IDN,Indonesia,2018,46646,Volcanic activity
VNM,Vietnam,2018,2982,Flood
VNM,Vietnam,2018,6354,Storm
PHL,Philippines,2018,32309,Storm
VNM,Vietnam,2018,100000,Storm
PHL,Philippines,2018,183503,Storm
PHL,Philippines,2018,1570804,Storm
PHL,Philippines,2018,169,Wave action
PHL,Philippines,2018,438691,Storm
PHL,Philippines,2018,97688,Storm
PHL,Philippines,2018,902312,Storm
VNM,Vietnam,2018,3852,Storm
IDN,Indonesia,2019,4,Mass Movement
IDN,Indonesia,2019,7,Mass Movement
IDN,Indonesia,2019,4,Mass Movement
IDN,Indonesia,2019,177,Storm
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,22,Storm
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,4,Mass Movement
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,7,Mass Movement
IDN,Indonesia,2019,4,Mass Movement
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,14,Storm
IDN,Indonesia,2019,116,Storm
IDN,Indonesia,2019,25,Storm
IDN,Indonesia,2019,4,Mass Movement
IDN,Indonesia,2019,11,Storm
IDN,Indonesia,2019,158,Flood
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,18,Storm
IDN,Indonesia,2019,14,Mass Movement
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,7,Mass Movement
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,914,Flood
IDN,Indonesia,2019,4,Wildfire
IDN,Indonesia,2019,13,Mass Movement
IDN,Indonesia,2019,11,Flood
IDN,Indonesia,2019,4,Mass Movement
IDN,Indonesia,2019,4,Storm
PHL,Philippines,2019,830,Storm
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,30,Flood
PHL,Philippines,2019,120,Storm
IDN,Indonesia,2019,7,Mass Movement
IDN,Indonesia,2019,4,Wildfire
IDN,Indonesia,2019,7,Storm
VNM,Vietnam,2019,18,Storm
IDN,Indonesia,2019,4,Mass Movement
IDN,Indonesia,2019,18,Storm
IDN,Indonesia,2019,14,Storm
IDN,Indonesia,2019,5,Storm
IDN,Indonesia,2019,4,Flood
IDN,Indonesia,2019,40,Storm
IDN,Indonesia,2019,7,Flood
IDN,Indonesia,2019,4,Flood
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,684,Flood
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,3168,Earthquake
IDN,Indonesia,2019,11528,Flood
IDN,Indonesia,2019,18,Storm
PHL,Philippines,2019,6661,Storm
IDN,Indonesia,2019,4,Mass Movement
IDN,Indonesia,2019,152,Flood
IDN,Indonesia,2019,29,Storm
IDN,Indonesia,2019,65,Flood
IDN,Indonesia,2019,134,Storm
IDN,Indonesia,2019,170,Flood
IDN,Indonesia,2019,14,Storm
IDN,Indonesia,2019,54,Flood
IDN,Indonesia,2019,4,Flood
PHL,Philippines,2019,579,Flood
PHL,Philippines,2019,88,Flood
IDN,Indonesia,2019,40,Flood
IDN,Indonesia,2019,11,Flood
IDN,Indonesia,2019,7,Flood
IDN,Indonesia,2019,4,Flood
IDN,Indonesia,2019,29,Storm
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,14,Storm
IDN,Indonesia,2019,4,Mass Movement
IDN,Indonesia,2019,7,Storm
IDN,Indonesia,2019,22,Storm
PHL,Philippines,2019,1913,Flood
IDN,Indonesia,2019,393,Flood
IDN,Indonesia,2019,4,Flood
IDN,Indonesia,2019,7,Flood
IDN,Indonesia,2019,6,Mass Movement
IDN,Indonesia,2019,20,Volcanic activity
IDN,Indonesia,2019,7,Storm
IDN,Indonesia,2019,7,Storm
IDN,Indonesia,2019,7,Storm
IDN,Indonesia,2019,11,Storm
IDN,Indonesia,2019,4,Flood
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,33,Storm
IDN,Indonesia,2019,4,Mass Movement
IDN,Indonesia,2019,11,Storm
IDN,Indonesia,2019,14,Storm
IDN,Indonesia,2019,7,Storm
IDN,Indonesia,2019,14,Storm
IDN,Indonesia,2019,7,Flood
IDN,Indonesia,2019,7,Storm
IDN,Indonesia,2019,14,Storm
IDN,Indonesia,2019,8,Storm
IDN,Indonesia,2019,9788,Flood
IDN,Indonesia,2019,90,Storm
IDN,Indonesia,2019,29,Storm
IDN,Indonesia,2019,175,Flood
IDN,Indonesia,2019,6,Flood
IDN,Indonesia,2019,5,Storm
IDN,Indonesia,2019,4,Mass Movement
IDN,Indonesia,2019,5,Mass Movement
IDN,Indonesia,2019,365,Flood
IDN,Indonesia,2019,3,Mass Movement
IDN,Indonesia,2019,11,Mass Movement
IDN,Indonesia,2019,4702,Earthquake
IDN,Indonesia,2019,4,Mass Movement
IDN,Indonesia,2019,7,Mass Movement
IDN,Indonesia,2019,11079,Flood
IDN,Indonesia,2019,15,Mass Movement
IDN,Indonesia,2019,468,Flood
IDN,Indonesia,2019,4,Mass Movement
PHL,Philippines,2019,565,Storm
IDN,Indonesia,2019,555,Flood
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,550,Flood
IDN,Indonesia,2019,85,Flood
IDN,Indonesia,2019,80,Flood
IDN,Indonesia,2019,4,Mass Movement
VNM,Vietnam,2019,43,Storm
VNM,Vietnam,2019,252,Storm
IDN,Indonesia,2019,36,Storm
PHL,Philippines,2019,9556,Earthquake
VNM,Vietnam,2019,36,Storm
IDN,Indonesia,2019,405,Mass Movement
IDN,Indonesia,2019,4,Mass Movement
VNM,Vietnam,2019,436,Storm
IDN,Indonesia,2019,2029,Flood
PHL,Philippines,2019,4,Earthquake
IDN,Indonesia,2019,450,Flood
VNM,Vietnam,2019,4,Storm
IDN,Indonesia,2019,5,Mass Movement
IDN,Indonesia,2019,7,Mass Movement
IDN,Indonesia,2019,43,Mass Movement
VNM,Vietnam,2019,14,Storm
IDN,Indonesia,2019,2264,Flood
IDN,Indonesia,2019,5,Mass Movement
IDN,Indonesia,2019,4,Mass Movement
VNM,Vietnam,2019,4,Storm
PHL,Philippines,2019,1000,Flood
VNM,Vietnam,2019,40,Mass Movement
IDN,Indonesia,2019,100,Flood
IDN,Indonesia,2019,10,Flood
IDN,Indonesia,2019,543,Flood
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,13728,Flood
VNM,Vietnam,2019,72,Storm
IDN,Indonesia,2019,226,Flood
IDN,Indonesia,2019,61,Flood
IDN,Indonesia,2019,7,Mass Movement
IDN,Indonesia,2019,87,Flood
IDN,Indonesia,2019,30,Mass Movement
IDN,Indonesia,2019,60,Storm
IDN,Indonesia,2019,2793,Flood
IDN,Indonesia,2019,20,Flood
IDN,Indonesia,2019,5,Flood
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,40,Flood
IDN,Indonesia,2019,15,Storm
PHL,Philippines,2019,765,Earthquake
IDN,Indonesia,2019,39,Flood
IDN,Indonesia,2019,103,Flood
IDN,Indonesia,2019,36,Storm
IDN,Indonesia,2019,20,Flood
IDN,Indonesia,2019,49,Mass Movement
IDN,Indonesia,2019,771,Flood
IDN,Indonesia,2019,50,Flood
IDN,Indonesia,2019,4,Mass Movement
IDN,Indonesia,2019,11,Storm
IDN,Indonesia,2019,14,Flood
IDN,Indonesia,2019,20,Mass Movement
IDN,Indonesia,2019,4,Flood
IDN,Indonesia,2019,14,Storm
IDN,Indonesia,2019,62,Flood
IDN,Indonesia,2019,7840,Storm
IDN,Indonesia,2019,14,Storm
IDN,Indonesia,2019,178,Mass Movement
IDN,Indonesia,2019,96,Mass Movement
IDN,Indonesia,2019,80,Storm
IDN,Indonesia,2019,14,Mass Movement
IDN,Indonesia,2019,100,Flood
IDN,Indonesia,2019,19,Storm
IDN,Indonesia,2019,7,Storm
IDN,Indonesia,2019,7,Storm
IDN,Indonesia,2019,189,Flood
IDN,Indonesia,2019,240,Earthquake
IDN,Indonesia,2019,5,Storm
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,4,Wave action
IDN,Indonesia,2019,405,Flood
IDN,Indonesia,2019,1747,Flood
IDN,Indonesia,2019,7,Storm
IDN,Indonesia,2019,4,Mass Movement
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,4,Mass Movement
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,2370,Flood
IDN,Indonesia,2019,5,Storm
IDN,Indonesia,2019,36,Flood
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,24,Flood
IDN,Indonesia,2019,4,Mass Movement
IDN,Indonesia,2019,18,Storm
IDN,Indonesia,2019,5,Mass Movement
IDN,Indonesia,2019,4,Mass Movement
IDN,Indonesia,2019,25,Storm
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,4,Mass Movement
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,5,Mass Movement
IDN,Indonesia,2019,43,Storm
IDN,Indonesia,2019,14,Storm
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,410,Storm
IDN,Indonesia,2019,4,Mass Movement
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,4,Mass Movement
IDN,Indonesia,2019,90,Flood
IDN,Indonesia,2019,5,Mass Movement
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,11,Storm
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,7,Storm
IDN,Indonesia,2019,18,Storm
IDN,Indonesia,2019,18,Storm
IDN,Indonesia,2019,90,Mass Movement
IDN,Indonesia,2019,4,Mass Movement
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,7,Storm
IDN,Indonesia,2019,4,Storm
VNM,Vietnam,2019,176,Storm
PHL,Philippines,2019,1381,Storm
IDN,Indonesia,2019,7,Flood
IDN,Indonesia,2019,18,Wave action
IDN,Indonesia,2019,14,Mass Movement
IDN,Indonesia,2019,7,Storm
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,2650,Flood
IDN,Indonesia,2019,162,Flood
IDN,Indonesia,2019,9429,Flood
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,12,Mass Movement
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,120,Flood
IDN,Indonesia,2019,9,Mass Movement
IDN,Indonesia,2019,160,Flood
IDN,Indonesia,2019,297,Flood
IDN,Indonesia,2019,18,Mass Movement
IDN,Indonesia,2019,5,Mass Movement
IDN,Indonesia,2019,37,Flood
IDN,Indonesia,2019,1858,Flood
IDN,Indonesia,2019,47,Flood
IDN,Indonesia,2019,11,Storm
IDN,Indonesia,2019,4,Mass Movement
IDN,Indonesia,2019,7,Flood
IDN,Indonesia,2019,54,Storm
IDN,Indonesia,2019,7,Storm
IDN,Indonesia,2019,4,Mass Movement
IDN,Indonesia,2019,7,Storm
IDN,Indonesia,2019,4,Mass Movement
PHL,Philippines,2019,6230,Storm
IDN,Indonesia,2019,83,Storm
IDN,Indonesia,2019,5,Mass Movement
IDN,Indonesia,2019,15,Mass Movement
IDN,Indonesia,2019,11,Mass Movement
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,40,Mass Movement
IDN,Indonesia,2019,800,Earthquake
IDN,Indonesia,2019,43,Flood
IDN,Indonesia,2019,4,Mass Movement
VNM,Vietnam,2019,158,Storm
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,29,Flood
IDN,Indonesia,2019,123,Flood
IDN,Indonesia,2019,3000,Flood
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,89,Flood
IDN,Indonesia,2019,217,Flood
IDN,Indonesia,2019,4,Mass Movement
IDN,Indonesia,2019,10,Flood
IDN,Indonesia,2019,70,Mass Movement
IDN,Indonesia,2019,3,Mass Movement
IDN,Indonesia,2019,4,Mass Movement
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,200,Earthquake
IDN,Indonesia,2019,684,Flood
IDN,Indonesia,2019,511,Flood
IDN,Indonesia,2019,4,Mass Movement
IDN,Indonesia,2019,216,Volcanic activity
IDN,Indonesia,2019,5,Flood
IDN,Indonesia,2019,1,Mass Movement
IDN,Indonesia,2019,2,Storm
IDN,Indonesia,2019,2,Mass Movement
IDN,Indonesia,2019,176,Mass Movement
IDN,Indonesia,2019,75,Flood
IDN,Indonesia,2019,99,Mass Movement
IDN,Indonesia,2019,4,Mass Movement
IDN,Indonesia,2019,13,Flood
IDN,Indonesia,2019,5,Mass Movement
IDN,Indonesia,2019,4702,Flood
IDN,Indonesia,2019,84,Flood
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,4,Flood
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,7,Storm
IDN,Indonesia,2019,14,Storm
IDN,Indonesia,2019,7,Storm
IDN,Indonesia,2019,18,Storm
IDN,Indonesia,2019,4,Mass Movement
IDN,Indonesia,2019,4,Storm
PHL,Philippines,2019,5405,Drought
VNM,Vietnam,2019,187,Flood
PHL,Philippines,2019,223,Earthquake
PHL,Philippines,2019,27718,Storm
VNM,Vietnam,2019,11,Mass Movement
PHL,Philippines,2019,579837,Flood
PHL,Philippines,2019,1100,Flood
PHL,Philippines,2019,21,Storm
PHL,Philippines,2019,185,Storm
IDN,Indonesia,2019,1095,Earthquake
PHL,Philippines,2019,38465,Storm
VNM,Vietnam,2019,7,Mass Movement
PHL,Philippines,2019,106475,Flood
VNM,Vietnam,2019,5000,Flood
VNM,Vietnam,2019,6840,Flood
PHL,Philippines,2019,27,Storm
VNM,Vietnam,2019,1100,Storm
VNM,Vietnam,2019,720,Flood
VNM,Vietnam,2019,2016,Mass Movement
PHL,Philippines,2019,3408,Wave action
PHL,Philippines,2019,202,Storm
PHL,Philippines,2019,145,Storm
PHL,Philippines,2019,127,Storm
PHL,Philippines,2019,35,Storm
IDN,Indonesia,2019,9,Flood
PHL,Philippines,2019,32420,Flood
IDN,Indonesia,2019,4,Flood
PHL,Philippines,2019,3128,Storm
VNM,Vietnam,2019,40,Mass Movement
PHL,Philippines,2019,17000,Flood
PHL,Philippines,2019,51,Storm
PHL,Philippines,2019,550,Flood
PHL,Philippines,2019,138,Mass Movement
VNM,Vietnam,2019,10664,Storm
VNM,Vietnam,2019,7,Storm
VNM,Vietnam,2019,14,Flood
VNM,Vietnam,2019,248,Storm
VNM,Vietnam,2019,4,Storm
PHL,Philippines,2019,2365,Earthquake
PHL,Philippines,2019,47,Storm
IDN,Indonesia,2019,47,Volcanic activity
VNM,Vietnam,2019,238,Flood
VNM,Vietnam,2019,7,Flood
IDN,Indonesia,2019,230916,Earthquake
VNM,Vietnam,2019,4030,Flood
VNM,Vietnam,2019,86,Flood
VNM,Vietnam,2019,4,Storm
VNM,Vietnam,2019,7,Storm
PHL,Philippines,2019,1200,Flood
PHL,Philippines,2019,210,Flood
IDN,Indonesia,2019,171,Flood
IDN,Indonesia,2019,1357,Storm
PHL,Philippines,2019,13371,Storm
VNM,Vietnam,2019,18,Flood
PHL,Philippines,2019,8295,Earthquake
VNM,Vietnam,2019,20000,Storm
IDN,Indonesia,2019,2000,Flood
IDN,Indonesia,2019,119,Storm
IDN,Indonesia,2019,43,Storm
PHL,Philippines,2019,93,Storm
IDN,Indonesia,2019,76,Earthquake
IDN,Indonesia,2019,229,Storm
PHL,Philippines,2019,223105,Earthquake
IDN,Indonesia,2019,116,Flood
PHL,Philippines,2019,1935,Earthquake
PHL,Philippines,2019,27815,Storm
IDN,Indonesia,2019,10,Mass Movement
IDN,Indonesia,2019,54,Mass Movement
IDN,Indonesia,2019,487,Flood
PHL,Philippines,2019,179254,Flood
IDN,Indonesia,2019,707,Flood
IDN,Indonesia,2019,4000,Flood
IDN,Indonesia,2019,20,Mass Movement
IDN,Indonesia,2019,7,Mass Movement
IDN,Indonesia,2019,7,Mass Movement
PHL,Philippines,2019,167016,Earthquake
IDN,Indonesia,2019,129,Flood
IDN,Indonesia,2019,200,Flood
IDN,Indonesia,2019,31819,Flood
IDN,Indonesia,2019,25,Flood
IDN,Indonesia,2019,605,Flood
IDN,Indonesia,2019,128,Flood
PHL,Philippines,2019,696526,Storm
PHL,Philippines,2019,249,Extreme Temperature
PHL,Philippines,2019,44955,Flood
IDN,Indonesia,2019,53076,Earthquake
PHL,Philippines,2019,4157,Storm
VNM,Vietnam,2019,2520,Storm
PHL,Philippines,2019,1695229,Storm
PHL,Philippines,2019,552136,Storm
IDN,Indonesia,2019,915,Storm
IDN,Indonesia,2019,36,Mass Movement
IDN,Indonesia,2019,80,Flood
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,4,Earthquake
IDN,Indonesia,2019,5,Mass Movement
IDN,Indonesia,2019,7,Flood
IDN,Indonesia,2019,4,Mass Movement
IDN,Indonesia,2019,4,Flood
IDN,Indonesia,2019,5,Flood
IDN,Indonesia,2019,22,Flood
IDN,Indonesia,2019,112,Storm
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,217,Storm
IDN,Indonesia,2019,25,Storm
IDN,Indonesia,2019,383,Storm
IDN,Indonesia,2019,11,Storm
IDN,Indonesia,2019,150,Wildfire
IDN,Indonesia,2019,4,Mass Movement
IDN,Indonesia,2019,8,Mass Movement
IDN,Indonesia,2019,65,Storm
IDN,Indonesia,2019,184,Storm
IDN,Indonesia,2019,40,Storm
IDN,Indonesia,2019,7,Mass Movement
PHL,Philippines,2019,31090,Storm
VNM,Vietnam,2019,33728,Storm
IDN,Indonesia,2019,33,Storm
IDN,Indonesia,2019,123,Storm
IDN,Indonesia,2019,33,Storm
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,15,Storm
IDN,Indonesia,2019,5,Storm
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,6333,Storm
IDN,Indonesia,2019,22,Storm
IDN,Indonesia,2019,163,Storm
IDN,Indonesia,2019,1696,Storm
IDN,Indonesia,2019,11,Storm
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,25,Storm
IDN,Indonesia,2019,29,Storm
IDN,Indonesia,2019,7,Storm
IDN,Indonesia,2019,203,Storm
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,7,Storm
IDN,Indonesia,2019,18,Storm
IDN,Indonesia,2019,546,Storm
IDN,Indonesia,2019,36,Storm
IDN,Indonesia,2019,199,Storm
IDN,Indonesia,2019,6,Storm
IDN,Indonesia,2019,10,Storm
IDN,Indonesia,2019,49,Earthquake
IDN,Indonesia,2019,14,Flood
IDN,Indonesia,2019,9,Mass Movement
IDN,Indonesia,2019,4,Mass Movement
IDN,Indonesia,2019,14,Mass Movement
IDN,Indonesia,2019,50,Storm
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,100,Storm
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,7,Storm
IDN,Indonesia,2019,33,Storm
IDN,Indonesia,2019,217,Storm
IDN,Indonesia,2019,43,Storm
IDN,Indonesia,2019,18,Storm
IDN,Indonesia,2019,98,Storm
IDN,Indonesia,2019,83,Flood
IDN,Indonesia,2019,880,Flood
IDN,Indonesia,2019,4,Mass Movement
IDN,Indonesia,2019,11,Mass Movement
IDN,Indonesia,2019,11,Mass Movement
IDN,Indonesia,2019,15,Mass Movement
IDN,Indonesia,2019,7,Mass Movement
IDN,Indonesia,2019,1,Mass Movement
IDN,Indonesia,2019,4,Mass Movement
IDN,Indonesia,2019,10,Mass Movement
IDN,Indonesia,2019,14,Storm
IDN,Indonesia,2019,33,Storm
IDN,Indonesia,2019,524,Storm
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,188,Storm
IDN,Indonesia,2019,80,Storm
IDN,Indonesia,2019,3529,Flood
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,51,Storm
IDN,Indonesia,2019,30,Storm
IDN,Indonesia,2019,429,Flood
IDN,Indonesia,2019,138,Flood
IDN,Indonesia,2019,50,Flood
IDN,Indonesia,2019,7,Mass Movement
IDN,Indonesia,2019,3,Mass Movement
IDN,Indonesia,2019,14,Mass Movement
IDN,Indonesia,2019,76,Mass Movement
IDN,Indonesia,2019,7,Mass Movement
IDN,Indonesia,2019,4,Flood
IDN,Indonesia,2019,278,Flood
IDN,Indonesia,2019,160,Flood
IDN,Indonesia,2019,5,Flood
IDN,Indonesia,2019,500,Flood
IDN,Indonesia,2019,4,Flood
IDN,Indonesia,2019,1770,Flood
IDN,Indonesia,2019,867,Flood
IDN,Indonesia,2019,11,Flood
IDN,Indonesia,2019,4,Flood
IDN,Indonesia,2019,87,Storm
IDN,Indonesia,2019,33,Storm
IDN,Indonesia,2019,105,Storm
IDN,Indonesia,2019,184,Storm
IDN,Indonesia,2019,34,Storm
IDN,Indonesia,2019,16,Storm
IDN,Indonesia,2019,391,Storm
IDN,Indonesia,2019,340,Storm
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,4,Storm
IDN,Indonesia,2019,305,Wave action
VNM,Vietnam,2020,4,Storm
IDN,Indonesia,2020,3805,Flood
IDN,Indonesia,2020,1880,Flood
IDN,Indonesia,2020,10,Flood
IDN,Indonesia,2020,242,Mass Movement
IDN,Indonesia,2020,143,Flood
IDN,Indonesia,2020,15,Flood
IDN,Indonesia,2020,50,Flood
VNM,Vietnam,2020,7,Storm
VNM,Vietnam,2020,4,Mass Movement
IDN,Indonesia,2020,25,Mass Movement
IDN,Indonesia,2020,51,Earthquake
IDN,Indonesia,2020,22,Flood
IDN,Indonesia,2020,195,Flood
IDN,Indonesia,2020,400,Flood
IDN,Indonesia,2020,20,Flood
IDN,Indonesia,2020,250,Flood
IDN,Indonesia,2020,705,Flood
IDN,Indonesia,2020,89,Flood
IDN,Indonesia,2020,230,Flood
IDN,Indonesia,2020,235,Storm
IDN,Indonesia,2020,400,Flood
IDN,Indonesia,2020,177,Flood
IDN,Indonesia,2020,398,Flood
IDN,Indonesia,2020,11,Flood
IDN,Indonesia,2020,11,Mass Movement
VNM,Vietnam,2020,97,Mass Movement
VNM,Vietnam,2020,61,Flood
IDN,Indonesia,2020,11,Mass Movement
VNM,Vietnam,2020,112,Storm
IDN,Indonesia,2020,1965,Flood
VNM,Vietnam,2020,18,Mass Movement
VNM,Vietnam,2020,7,Mass Movement
VNM,Vietnam,2020,4,Storm
IDN,Indonesia,2020,605,Flood
IDN,Indonesia,2020,6,Storm
IDN,Indonesia,2020,120,Flood
IDN,Indonesia,2020,2,Storm
IDN,Indonesia,2020,27,Mass Movement
IDN,Indonesia,2020,2,Storm
IDN,Indonesia,2020,5,Storm
IDN,Indonesia,2020,4,Storm
PHL,Philippines,2020,905,Flood
VNM,Vietnam,2020,4,Mass Movement
VNM,Vietnam,2020,7,Storm
PHL,Philippines,2020,25,Storm
IDN,Indonesia,2020,100,Flood
IDN,Indonesia,2020,2677,Flood
PHL,Philippines,2020,50,Storm
IDN,Indonesia,2020,3617,Flood
IDN,Indonesia,2020,4,Flood
IDN,Indonesia,2020,3882,Flood
IDN,Indonesia,2020,205,Flood
VNM,Vietnam,2020,14,Storm
PHL,Philippines,2020,127,Storm
IDN,Indonesia,2020,36,Flood
IDN,Indonesia,2020,267,Flood
IDN,Indonesia,2020,11,Flood
IDN,Indonesia,2020,253,Flood
IDN,Indonesia,2020,11,Storm
IDN,Indonesia,2020,15,Flood
IDN,Indonesia,2020,7483,Flood
IDN,Indonesia,2020,14,Flood
IDN,Indonesia,2020,2476,Flood
IDN,Indonesia,2020,36,Mass Movement
IDN,Indonesia,2020,2532,Flood
IDN,Indonesia,2020,420,Flood
IDN,Indonesia,2020,45861,Flood
IDN,Indonesia,2020,419,Flood
IDN,Indonesia,2020,7,Earthquake
IDN,Indonesia,2020,7,Mass Movement
VNM,Vietnam,2020,220,Storm
PHL,Philippines,2020,505922,Volcanic activity
IDN,Indonesia,2020,856,Flood
VNM,Vietnam,2020,50,Storm
VNM,Vietnam,2020,54,Mass Movement
IDN,Indonesia,2020,14,Mass Movement
IDN,Indonesia,2020,150,Flood
IDN,Indonesia,2020,9415,Flood
IDN,Indonesia,2020,174,Flood
IDN,Indonesia,2020,54,Flood
IDN,Indonesia,2020,1100,Flood
IDN,Indonesia,2020,420,Flood
IDN,Indonesia,2020,400,Flood
IDN,Indonesia,2020,250,Flood
VNM,Vietnam,2020,4,Mass Movement
VNM,Vietnam,2020,1278,Storm
IDN,Indonesia,2020,8582,Flood
IDN,Indonesia,2020,360,Flood
IDN,Indonesia,2020,24,Flood
IDN,Indonesia,2020,900,Flood
IDN,Indonesia,2020,165,Flood
IDN,Indonesia,2020,5,Flood
IDN,Indonesia,2020,283,Flood
IDN,Indonesia,2020,150,Flood
VNM,Vietnam,2020,43,Storm
IDN,Indonesia,2020,3650,Flood
IDN,Indonesia,2020,250,Flood
VNM,Vietnam,2020,4,Storm
IDN,Indonesia,2020,33,Storm
IDN,Indonesia,2020,94,Mass Movement
IDN,Indonesia,2020,915,Flood
IDN,Indonesia,2020,325,Earthquake
VNM,Vietnam,2020,18,Storm
IDN,Indonesia,2020,358,Flood
IDN,Indonesia,2020,65,Flood
VNM,Vietnam,2020,18,Storm
VNM,Vietnam,2020,4,Mass Movement
IDN,Indonesia,2020,51,Flood
IDN,Indonesia,2020,24,Flood
IDN,Indonesia,2020,72,Mass Movement
IDN,Indonesia,2020,723,Flood
VNM,Vietnam,2020,11,Mass Movement
VNM,Vietnam,2020,4,Storm
IDN,Indonesia,2020,87,Flood
IDN,Indonesia,2020,87,Flood
IDN,Indonesia,2020,2000,Flood
IDN,Indonesia,2020,3399,Flood
IDN,Indonesia,2020,10,Flood
PHL,Philippines,2020,25,Flood
VNM,Vietnam,2020,1224,Storm
IDN,Indonesia,2020,176,Flood
IDN,Indonesia,2020,9,Mass Movement
